navigation,pid,tid,jid,distance,n_interactions,time_ms
swipe,3IMSUI8,4,4,11,11,5855
swipe,3IMSUI8,5,0,14,14,6780
swipe,3IMSUI8,5,1,-15,21,8878
swipe,3IMSUI8,5,2,-14,14,5591
swipe,3IMSUI8,5,3,13,13,4813
swipe,3IMSUI8,5,4,-14,14,5404
swipe,3NC8CCE,0,0,-5,8,28205
swipe,3NC8CCE,0,1,5,5,6489
swipe,3NC8CCE,0,2,5,5,4308
swipe,3NC8CCE,0,3,-5,5,4029
swipe,3NC8CCE,0,4,-5,5,3294
swipe,3NC8CCE,1,0,2,2,8388
swipe,3NC8CCE,1,1,-1,1,1716
swipe,3NC8CCE,1,2,-2,2,1976
swipe,3NC8CCE,1,3,-3,3,2247
swipe,3NC8CCE,1,4,2,2,1810
swipe,3NC8CCE,2,0,-4,4,3757
swipe,3NC8CCE,2,1,5,5,3694
swipe,3NC8CCE,2,2,5,5,4007
swipe,3NC8CCE,2,3,6,6,3760
swipe,3NC8CCE,2,4,-5,5,3181
swipe,3NC8CCE,3,0,9,9,6756
swipe,3NC8CCE,3,1,8,8,4778
swipe,3NC8CCE,3,2,-7,7,3814
swipe,3NC8CCE,3,3,-8,8,4001
swipe,3NC8CCE,3,4,-8,8,4528
swipe,3NC8CCE,4,0,-11,11,5671
swipe,3NC8CCE,4,1,-11,11,4657
swipe,3NC8CCE,4,2,10,10,4700
swipe,3NC8CCE,4,3,-12,12,5179
swipe,3NC8CCE,4,4,11,11,4443
swipe,3NC8CCE,5,0,14,14,6854
swipe,3NC8CCE,5,1,-15,15,6325
swipe,3NC8CCE,5,2,-14,14,6552
swipe,3NC8CCE,5,3,13,13,6262
swipe,3NC8CCE,5,4,-14,16,6122
swipe,2TLFJA1,0,0,-5,12,29795
swipe,2TLFJA1,0,1,5,5,4768
swipe,2TLFJA1,0,2,5,5,3239
swipe,2TLFJA1,0,3,-5,11,6263
swipe,2TLFJA1,0,4,-5,5,5261
swipe,2TLFJA1,1,0,2,2,3212
swipe,2TLFJA1,1,1,-1,1,1486
swipe,2TLFJA1,1,2,-2,2,1630
swipe,2TLFJA1,1,3,-3,3,2680
swipe,2TLFJA1,1,4,2,2,1765
swipe,2TLFJA1,2,0,-4,4,3486
swipe,2TLFJA1,2,1,5,5,3030
swipe,2TLFJA1,2,2,5,5,3109
swipe,2TLFJA1,2,3,6,8,3606
swipe,2TLFJA1,2,4,-5,5,4473
swipe,2TLFJA1,3,0,9,9,5787
swipe,2TLFJA1,3,1,8,22,11025
swipe,2TLFJA1,3,2,-7,7,3358
swipe,2TLFJA1,3,3,-8,10,3607
swipe,2TLFJA1,3,4,-8,8,3357
swipe,2TLFJA1,4,0,-11,11,5814
swipe,2TLFJA1,4,1,-11,11,4835
swipe,2TLFJA1,4,2,10,10,5448
swipe,2TLFJA1,4,3,-12,12,4050
swipe,2TLFJA1,4,4,11,29,11074
swipe,2TLFJA1,5,0,14,14,8616
swipe,2TLFJA1,5,1,-15,15,5057
swipe,2TLFJA1,5,2,-14,14,6576
swipe,2TLFJA1,5,3,13,13,4282
swipe,2TLFJA1,5,4,-14,14,5717
swipe,E21CVE,0,0,-5,8,21367
swipe,E21CVE,0,1,5,5,6112
swipe,E21CVE,0,2,5,5,4373
swipe,E21CVE,0,3,-5,5,4742
swipe,E21CVE,0,4,-5,5,4546
swipe,E21CVE,1,0,2,2,3048
swipe,E21CVE,1,1,-1,1,3626
swipe,E21CVE,1,2,-2,2,2134
swipe,E21CVE,1,3,-3,3,2201
swipe,E21CVE,1,4,2,2,2435
swipe,E21CVE,2,0,-4,4,4490
swipe,E21CVE,2,1,5,5,3822
swipe,E21CVE,2,2,5,5,3360
swipe,E21CVE,2,3,6,6,3295
swipe,E21CVE,2,4,-5,5,3697
swipe,E21CVE,3,0,9,9,5657
swipe,E21CVE,3,1,8,8,6104
swipe,E21CVE,3,2,-7,7,4441
swipe,E21CVE,3,3,-8,8,3741
swipe,E21CVE,3,4,-8,8,3614
swipe,E21CVE,4,0,-11,11,6281
swipe,E21CVE,4,1,-11,11,5991
swipe,E21CVE,4,2,10,10,4739
swipe,E21CVE,4,3,-12,12,5183
swipe,E21CVE,4,4,11,11,4576
swipe,E21CVE,5,0,14,14,9701
swipe,E21CVE,5,1,-15,15,11036
swipe,E21CVE,5,2,-14,14,7843
swipe,E21CVE,5,3,13,13,5386
swipe,E21CVE,5,4,-14,14,6031
burger,QG9SV3,0,0,-5,2,28173
burger,QG9SV3,0,1,5,1,6326
burger,QG9SV3,0,2,5,1,4090
burger,QG9SV3,0,3,-5,1,3175
burger,QG9SV3,0,4,-5,1,3039
burger,QG9SV3,1,0,2,1,4128
burger,QG9SV3,1,1,-1,1,3972
burger,QG9SV3,1,2,-2,1,2658
burger,QG9SV3,1,3,-3,1,2688
burger,QG9SV3,1,4,2,1,2613
burger,QG9SV3,2,0,-4,1,4410
burger,QG9SV3,2,1,5,1,2800
burger,QG9SV3,2,2,5,1,3407
burger,QG9SV3,2,3,6,1,2972
burger,QG9SV3,2,4,-5,1,3636
burger,QG9SV3,3,0,9,2,8150
burger,QG9SV3,3,1,8,1,3040
burger,QG9SV3,3,2,-7,1,3651
burger,QG9SV3,3,3,-8,1,3081
burger,QG9SV3,3,4,-8,1,4739
burger,QG9SV3,4,0,-11,1,5628
burger,QG9SV3,4,1,-11,1,4957
burger,QG9SV3,4,2,10,1,3048
burger,QG9SV3,4,3,-12,1,4556
burger,QG9SV3,4,4,11,1,3395
burger,QG9SV3,5,0,14,1,5571
burger,QG9SV3,5,1,-15,1,3441
burger,QG9SV3,5,2,-14,1,3360
burger,QG9SV3,5,3,13,1,3211
burger,QG9SV3,5,4,-14,1,4177
swipe,72FFTI,0,0,-5,6,45944
swipe,72FFTI,0,1,5,5,7289
swipe,72FFTI,0,2,5,5,5708
swipe,72FFTI,0,3,-5,5,5370
swipe,72FFTI,0,4,-5,5,4317
swipe,72FFTI,1,0,2,2,4503
swipe,72FFTI,1,1,-1,1,2365
swipe,72FFTI,1,2,-2,2,2439
swipe,72FFTI,1,3,-3,3,3875
swipe,72FFTI,1,4,2,2,3286
swipe,72FFTI,2,0,-4,4,4414
swipe,72FFTI,2,1,5,5,3340
swipe,72FFTI,2,2,5,5,3752
swipe,72FFTI,2,3,6,6,3554
swipe,72FFTI,2,4,-5,5,3577
swipe,72FFTI,3,0,9,9,5617
swipe,72FFTI,3,1,8,8,4348
swipe,72FFTI,3,2,-7,7,3717
swipe,72FFTI,3,3,-8,8,3827
swipe,72FFTI,3,4,-8,8,3935
swipe,72FFTI,4,0,-11,11,7959
swipe,72FFTI,4,1,-11,13,6873
swipe,72FFTI,4,2,10,10,6172
swipe,72FFTI,4,3,-12,12,5564
swipe,72FFTI,4,4,11,11,6074
swipe,72FFTI,5,0,14,14,7712
swipe,72FFTI,5,1,-15,15,6715
swipe,72FFTI,5,2,-14,14,6603
swipe,72FFTI,5,3,13,13,6049
swipe,72FFTI,5,4,-14,14,5633
burger,F9ICJS,0,0,-5,2,23497
burger,F9ICJS,0,1,5,1,4388
burger,F9ICJS,0,2,5,1,3638
burger,F9ICJS,0,3,-5,1,3764
burger,F9ICJS,0,4,-5,1,3860
burger,F9ICJS,1,0,2,1,5026
burger,F9ICJS,1,1,-1,1,3127
burger,F9ICJS,1,2,-2,1,3105
burger,F9ICJS,1,3,-3,1,2942
burger,F9ICJS,1,4,2,1,3025
burger,F9ICJS,2,0,-4,1,4431
burger,F9ICJS,2,1,5,1,2790
burger,F9ICJS,2,2,5,1,3192
burger,F9ICJS,2,3,6,1,3040
burger,F9ICJS,2,4,-5,1,3289
burger,F9ICJS,3,0,9,1,4799
burger,F9ICJS,3,1,8,1,2931
burger,F9ICJS,3,2,-7,1,3896
burger,F9ICJS,3,3,-8,1,3404
burger,F9ICJS,3,4,-8,1,2825
burger,F9ICJS,4,0,-11,1,4283
burger,F9ICJS,4,1,-11,1,2767
burger,F9ICJS,4,2,10,1,3777
burger,F9ICJS,4,3,-12,1,2723
burger,F9ICJS,4,4,11,1,3104
burger,F9ICJS,5,0,14,1,4677
burger,F9ICJS,5,1,-15,1,4017
burger,F9ICJS,5,2,-14,1,3473
burger,F9ICJS,5,3,13,1,3593
burger,F9ICJS,5,4,-14,1,3842
burger,20EJ1N9,0,0,-5,2,24038
burger,20EJ1N9,0,1,5,1,10930
burger,20EJ1N9,0,2,5,1,22848
burger,20EJ1N9,0,3,-5,1,4596
burger,20EJ1N9,0,4,-5,1,4021
burger,20EJ1N9,1,0,2,1,6672
burger,20EJ1N9,1,1,-1,1,3379
burger,20EJ1N9,1,2,-2,1,2881
burger,20EJ1N9,1,3,-3,1,3478
burger,20EJ1N9,1,4,2,1,3698
burger,20EJ1N9,2,0,-4,1,7435
burger,20EJ1N9,2,1,5,1,9514
burger,20EJ1N9,2,2,5,1,4832
burger,20EJ1N9,2,3,6,1,5506
burger,20EJ1N9,2,4,-5,1,4484
burger,20EJ1N9,3,0,9,1,12214
burger,20EJ1N9,3,1,8,1,4458
burger,20EJ1N9,3,2,-7,1,3676
burger,20EJ1N9,3,3,-8,1,3628
burger,20EJ1N9,3,4,-8,1,3921
burger,20EJ1N9,4,0,-11,1,4831
burger,20EJ1N9,4,1,-11,1,4171
burger,20EJ1N9,4,2,10,1,4963
burger,20EJ1N9,4,3,-12,1,4580
burger,20EJ1N9,4,4,11,1,4214
burger,20EJ1N9,5,0,14,1,7264
burger,20EJ1N9,5,1,-15,1,4778
burger,20EJ1N9,5,2,-14,1,5516
burger,20EJ1N9,5,3,13,1,4854
burger,20EJ1N9,5,4,-14,1,4669
swipe,1AI5CFN,0,0,-5,6,24372
swipe,1AI5CFN,0,1,5,5,5216
swipe,1AI5CFN,0,2,5,5,3656
swipe,1AI5CFN,0,3,-5,5,3701
swipe,1AI5CFN,0,4,-5,5,3977
swipe,1AI5CFN,1,0,2,2,4290
swipe,1AI5CFN,1,1,-1,1,2042
swipe,1AI5CFN,1,2,-2,2,2045
swipe,1AI5CFN,1,3,-3,3,2553
swipe,1AI5CFN,1,4,2,2,1903
swipe,1AI5CFN,2,0,-4,4,4594
swipe,1AI5CFN,2,1,5,5,2833
swipe,1AI5CFN,2,2,5,5,4394
swipe,1AI5CFN,2,3,6,6,4957
swipe,1AI5CFN,2,4,-5,7,4806
swipe,1AI5CFN,3,0,9,9,6386
swipe,1AI5CFN,3,1,8,8,6106
swipe,1AI5CFN,3,2,-7,7,5241
swipe,1AI5CFN,3,3,-8,8,4794
swipe,1AI5CFN,3,4,-8,8,4404
swipe,1AI5CFN,4,0,-11,11,6724
swipe,1AI5CFN,4,1,-11,11,5108
swipe,1AI5CFN,4,2,10,10,4338
swipe,1AI5CFN,4,3,-12,12,5731
swipe,1AI5CFN,4,4,11,11,4750
swipe,1AI5CFN,5,0,14,14,7770
swipe,1AI5CFN,5,1,-15,15,9025
swipe,1AI5CFN,5,2,-14,14,7327
swipe,1AI5CFN,5,3,13,13,5433
swipe,1AI5CFN,5,4,-14,14,5369
